epoch,score,module,loss,optimizer,metrics,device,cluster,grads_per_worker,max_epochs,lr,batch_size,max_batch_size,worker_max_batch_size,min_workers,max_workers,random_state,module__depth,module__widen_factor,module__dropout_rate,module__num_classes,optimizer__lr,optimizer__momentum,optimizer__nesterov,optimizer__weight_decay,client,score_time,deepcopy_time,grad_time_128,n_updates,n_data,score__calls,partial_fit__calls,n_workers,damping_,batch_size_,lr_,partial_fit__time,score__acc,score__loss,score__time
0,0.489799976348877,<class 'model.Wide_ResNet'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,<class 'torch.optim.sgd.SGD'>,,cuda:0,,64,200,0.05,512,99999999,1024,1,8,,16,4,0.3,10,0.05,0.9,True,0.0005,"<Client: 'inproc://172.31.16.127/4804/1' processes=16 threads=16, memory=512.00 GB>",0.0,0.000127488,0.03916,98,50176,1,1,8,512,512,0.05,7.8762853145599365,0.489799976348877,1.4117111206054689,0.0
1,0.6232999563217163,<class 'model.Wide_ResNet'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,<class 'torch.optim.sgd.SGD'>,,cuda:0,,64,200,0.05,512,99999999,1024,1,8,,16,4,0.3,10,0.05,0.9,True,0.0005,"<Client: 'inproc://172.31.16.127/4804/1' processes=16 threads=16, memory=512.00 GB>",0.0,0.000127488,0.03916,196,100352,2,2,8,512,512,0.05,7.624998331069946,0.6232999563217163,1.0913798583984375,0.0
2,0.6603999733924866,<class 'model.Wide_ResNet'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,<class 'torch.optim.sgd.SGD'>,,cuda:0,,64,200,0.05,512,99999999,1024,1,8,,16,4,0.3,10,0.05,0.9,True,0.0005,"<Client: 'inproc://172.31.16.127/4804/1' processes=16 threads=16, memory=512.00 GB>",0.0,0.000127488,0.03916,294,150528,3,3,8,512,512,0.05,10.022666215896606,0.6603999733924866,0.968739093017578,0.0
3,0.7120999693870544,<class 'model.Wide_ResNet'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,<class 'torch.optim.sgd.SGD'>,,cuda:0,,64,200,0.05,512,99999999,1024,1,8,,16,4,0.3,10,0.05,0.9,True,0.0005,"<Client: 'inproc://172.31.16.127/4804/1' processes=16 threads=16, memory=512.00 GB>",0.0,0.000127488,0.03916,392,200704,4,4,8,512,512,0.05,7.684904098510742,0.7120999693870544,0.8422039855957031,0.0
4,0.7465999722480774,<class 'model.Wide_ResNet'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,<class 'torch.optim.sgd.SGD'>,,cuda:0,,64,200,0.05,512,99999999,1024,1,8,,16,4,0.3,10,0.05,0.9,True,0.0005,"<Client: 'inproc://172.31.16.127/4804/1' processes=16 threads=16, memory=512.00 GB>",0.0,0.000127488,0.03916,490,250880,5,5,8,512,512,0.05,7.62810206413269,0.7465999722480774,0.740392333984375,0.0
5,0.7512999773025513,<class 'model.Wide_ResNet'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,<class 'torch.optim.sgd.SGD'>,,cuda:0,,64,200,0.05,512,99999999,1024,1,8,,16,4,0.3,10,0.05,0.9,True,0.0005,"<Client: 'inproc://172.31.16.127/4804/1' processes=16 threads=16, memory=512.00 GB>",0.0,0.000127488,0.03916,588,301056,6,6,8,512,512,0.05,7.646914005279541,0.7512999773025513,0.7346484069824218,0.0
6,0.7569999694824219,<class 'model.Wide_ResNet'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,<class 'torch.optim.sgd.SGD'>,,cuda:0,,64,200,0.05,512,99999999,1024,1,8,,16,4,0.3,10,0.05,0.9,True,0.0005,"<Client: 'inproc://172.31.16.127/4804/1' processes=16 threads=16, memory=512.00 GB>",0.0,0.000127488,0.03916,686,351232,7,7,8,512,512,0.05,7.633306503295898,0.7569999694824219,0.7343302978515625,0.0
7,0.7965999841690063,<class 'model.Wide_ResNet'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,<class 'torch.optim.sgd.SGD'>,,cuda:0,,64,200,0.05,512,99999999,1024,1,8,,16,4,0.3,10,0.05,0.9,True,0.0005,"<Client: 'inproc://172.31.16.127/4804/1' processes=16 threads=16, memory=512.00 GB>",0.0,0.000127488,0.03916,784,401408,8,8,8,512,512,0.05,7.7103283405303955,0.7965999841690063,0.5991263366699219,0.0
8,0.7978999614715576,<class 'model.Wide_ResNet'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,<class 'torch.optim.sgd.SGD'>,,cuda:0,,64,200,0.05,512,99999999,1024,1,8,,16,4,0.3,10,0.05,0.9,True,0.0005,"<Client: 'inproc://172.31.16.127/4804/1' processes=16 threads=16, memory=512.00 GB>",0.0,0.000127488,0.03916,882,451584,9,9,8,512,512,0.05,7.650670289993286,0.7978999614715576,0.5949447387695312,0.0
9,0.8180999755859375,<class 'model.Wide_ResNet'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,<class 'torch.optim.sgd.SGD'>,,cuda:0,,64,200,0.05,512,99999999,1024,1,8,,16,4,0.3,10,0.05,0.9,True,0.0005,"<Client: 'inproc://172.31.16.127/4804/1' processes=16 threads=16, memory=512.00 GB>",0.0,0.000127488,0.03916,980,501760,10,10,8,512,512,0.05,7.754504680633545,0.8180999755859375,0.5479798950195313,0.0
