epoch,score,module,loss,optimizer,metrics,device,cluster,grads_per_worker,max_epochs,batch_size,max_batch_size,min_workers,max_workers,random_state,module__depth,module__widen_factor,module__dropout_rate,module__num_classes,optimizer__lr,optimizer__momentum,optimizer__nesterov,optimizer__weight_decay,client,n_updates,n_data,n_weight_changes,score__calls,partial_fit__calls,n_workers,partial_fit__time,partial_fit__batch_size,partial_fit__lr,weight_aggregate,score__acc,score__loss,score__time
0,0.6290000081062317,<class 'model.Wide_ResNet'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,<class 'torch.optim.sgd.SGD'>,,cuda:0,,128,200,128,1024,1,8,,16,4,0.3,10,0.1,0.9,True,0.0005,"<Client: 'inproc://172.31.40.124/2177/1' processes=1 threads=4, memory=16.48 GB>",391,50048,391,1,1,1,81.91337490081787,128,0.05,2800.727209990844,0.6290000081062317,1.041607159423828,5.4845733642578125
1,0.694599986076355,<class 'model.Wide_ResNet'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,<class 'torch.optim.sgd.SGD'>,,cuda:0,,128,200,128,1024,1,8,,16,4,0.3,10,0.1,0.9,True,0.0005,"<Client: 'inproc://172.31.40.124/2177/1' processes=1 threads=4, memory=16.48 GB>",782,100096,782,2,2,1,83.48268032073975,128,0.05,3068.0332937538624,0.694599986076355,0.87466591796875,5.476293563842773
2,0.7508999705314636,<class 'model.Wide_ResNet'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,<class 'torch.optim.sgd.SGD'>,,cuda:0,,128,200,128,1024,1,8,,16,4,0.3,10,0.1,0.9,True,0.0005,"<Client: 'inproc://172.31.40.124/2177/1' processes=1 threads=4, memory=16.48 GB>",1173,150144,1173,3,3,1,82.68022465705872,128,0.05,3423.929770413786,0.7508999705314636,0.7238953552246093,5.509076833724976
3,0.7793999910354614,<class 'model.Wide_ResNet'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,<class 'torch.optim.sgd.SGD'>,,cuda:0,,128,200,128,1024,1,8,,16,4,0.3,10,0.1,0.9,True,0.0005,"<Client: 'inproc://172.31.40.124/2177/1' processes=1 threads=4, memory=16.48 GB>",1564,200192,1564,4,4,1,82.38940334320068,128,0.05,3594.3942891694605,0.7793999910354614,0.6629802673339844,5.428345441818237
4,0.8016999959945679,<class 'model.Wide_ResNet'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,<class 'torch.optim.sgd.SGD'>,,cuda:0,,128,200,128,1024,1,8,,16,4,0.3,10,0.1,0.9,True,0.0005,"<Client: 'inproc://172.31.40.124/2177/1' processes=1 threads=4, memory=16.48 GB>",1955,250240,1955,5,5,1,82.76168918609619,128,0.05,3782.1195221692324,0.8016999959945679,0.5765888427734375,6.6709630489349365
5,0.8024999499320984,<class 'model.Wide_ResNet'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,<class 'torch.optim.sgd.SGD'>,,cuda:0,,128,200,128,1024,1,8,,16,4,0.3,10,0.1,0.9,True,0.0005,"<Client: 'inproc://172.31.40.124/2177/1' processes=1 threads=4, memory=16.48 GB>",2346,300288,2346,6,6,1,81.98951721191406,128,0.05,3925.377307653427,0.8024999499320984,0.5835817260742188,5.512600421905518
6,0.8096999526023865,<class 'model.Wide_ResNet'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,<class 'torch.optim.sgd.SGD'>,,cuda:0,,128,200,128,1024,1,8,,16,4,0.3,10,0.1,0.9,True,0.0005,"<Client: 'inproc://172.31.40.124/2177/1' processes=1 threads=4, memory=16.48 GB>",2737,350336,2737,7,7,1,82.09138321876526,128,0.05,3917.8395716995,0.8096999526023865,0.5618745422363282,5.4809229373931885
7,0.832099974155426,<class 'model.Wide_ResNet'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,<class 'torch.optim.sgd.SGD'>,,cuda:0,,128,200,128,1024,1,8,,16,4,0.3,10,0.1,0.9,True,0.0005,"<Client: 'inproc://172.31.40.124/2177/1' processes=1 threads=4, memory=16.48 GB>",3128,400384,3128,8,8,1,82.36098194122314,128,0.05,4055.768215149641,0.832099974155426,0.5052192657470703,5.4665446281433105
8,0.8307999968528748,<class 'model.Wide_ResNet'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,<class 'torch.optim.sgd.SGD'>,,cuda:0,,128,200,128,1024,1,8,,16,4,0.3,10,0.1,0.9,True,0.0005,"<Client: 'inproc://172.31.40.124/2177/1' processes=1 threads=4, memory=16.48 GB>",3519,450432,3519,9,9,1,83.4190924167633,128,0.05,4098.933252593502,0.8307999968528748,0.5073031768798828,5.474567413330078
9,0.8369999527931213,<class 'model.Wide_ResNet'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,<class 'torch.optim.sgd.SGD'>,,cuda:0,,128,200,128,1024,1,8,,16,4,0.3,10,0.1,0.9,True,0.0005,"<Client: 'inproc://172.31.40.124/2177/1' processes=1 threads=4, memory=16.48 GB>",3910,500480,3910,10,10,1,82.08951377868652,128,0.05,4047.8483677934855,0.8369999527931213,0.48220506896972654,5.504117488861084
