epoch,score,module,loss,optimizer,metrics,device,cluster,grads_per_worker,max_epochs,batch_size,max_batch_size,min_workers,max_workers,random_state,module__depth,module__widen_factor,module__dropout_rate,module__num_classes,optimizer__lr,optimizer__momentum,optimizer__nesterov,optimizer__weight_decay,client,n_updates,n_data,n_weight_changes,score__calls,partial_fit__calls,n_workers,partial_fit__time,partial_fit__batch_size,partial_fit__lr,weight_aggregate,score__acc,score__loss,score__time
0,0.2782999873161316,<class 'model.Wide_ResNet'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,<class 'torch.optim.sgd.SGD'>,,cuda:0,,128,200,128,1024,1,8,,16,4,0.3,10,0.1,0.9,True,0.0005,"<Client: 'inproc://172.31.40.124/7299/1' processes=1 threads=4, memory=16.48 GB>",391,50048,391,1,1,1,73.99795937538147,128,0.1,2229.842253819108,0.2782999873161316,4.276615576171875,4.875993967056274
1,0.2807999849319458,<class 'model.Wide_ResNet'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,<class 'torch.optim.sgd.SGD'>,,cuda:0,,128,200,128,1024,1,8,,16,4,0.3,10,0.1,0.9,True,0.0005,"<Client: 'inproc://172.31.40.124/7299/1' processes=1 threads=4, memory=16.48 GB>",782,100096,782,2,2,1,74.71171832084656,128,0.1,1800.9583565108478,0.2807999849319458,3.858456689453125,4.9457924365997314
2,0.27410000562667847,<class 'model.Wide_ResNet'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,<class 'torch.optim.sgd.SGD'>,,cuda:0,,128,200,128,1024,1,8,,16,4,0.3,10,0.1,0.9,True,0.0005,"<Client: 'inproc://172.31.40.124/7299/1' processes=1 threads=4, memory=16.48 GB>",1173,150144,1173,3,3,1,74.49799370765686,128,0.1,1504.2718793191016,0.27410000562667847,3.59274375,4.851672410964966
3,0.27730000019073486,<class 'model.Wide_ResNet'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,<class 'torch.optim.sgd.SGD'>,,cuda:0,,128,200,128,1024,1,8,,16,4,0.3,10,0.1,0.9,True,0.0005,"<Client: 'inproc://172.31.40.124/7299/1' processes=1 threads=4, memory=16.48 GB>",1564,200192,1564,4,4,1,74.30837917327881,128,0.1,1279.4635604508221,0.27730000019073486,3.4183087890625,4.8297319412231445
4,0.2777999937534332,<class 'model.Wide_ResNet'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,<class 'torch.optim.sgd.SGD'>,,cuda:0,,128,200,128,1024,1,8,,16,4,0.3,10,0.1,0.9,True,0.0005,"<Client: 'inproc://172.31.40.124/7299/1' processes=1 threads=4, memory=16.48 GB>",1955,250240,1955,5,5,1,74.34093856811523,128,0.1,1083.9916791021824,0.2777999937534332,3.3410216552734373,4.868366003036499
5,0.2757999897003174,<class 'model.Wide_ResNet'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,<class 'torch.optim.sgd.SGD'>,,cuda:0,,128,200,128,1024,1,8,,16,4,0.3,10,0.1,0.9,True,0.0005,"<Client: 'inproc://172.31.40.124/7299/1' processes=1 threads=4, memory=16.48 GB>",2346,300288,2346,6,6,1,75.08017778396606,128,0.1,920.9692735020071,0.2757999897003174,3.297007666015625,4.868321895599365
6,0.2800999879837036,<class 'model.Wide_ResNet'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,<class 'torch.optim.sgd.SGD'>,,cuda:0,,128,200,128,1024,1,8,,16,4,0.3,10,0.1,0.9,True,0.0005,"<Client: 'inproc://172.31.40.124/7299/1' processes=1 threads=4, memory=16.48 GB>",2737,350336,2737,7,7,1,74.27301335334778,128,0.1,787.9595198743045,0.2800999879837036,3.300929150390625,4.8573198318481445
7,0.27950000762939453,<class 'model.Wide_ResNet'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,<class 'torch.optim.sgd.SGD'>,,cuda:0,,128,200,128,1024,1,8,,16,4,0.3,10,0.1,0.9,True,0.0005,"<Client: 'inproc://172.31.40.124/7299/1' processes=1 threads=4, memory=16.48 GB>",3128,400384,3128,8,8,1,74.47222852706909,128,0.1,680.198588591069,0.27950000762939453,3.2866747314453124,4.846303462982178
8,0.2800999879837036,<class 'model.Wide_ResNet'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,<class 'torch.optim.sgd.SGD'>,,cuda:0,,128,200,128,1024,1,8,,16,4,0.3,10,0.1,0.9,True,0.0005,"<Client: 'inproc://172.31.40.124/7299/1' processes=1 threads=4, memory=16.48 GB>",3519,450432,3519,9,9,1,74.61347246170044,128,0.1,588.6395804332569,0.2800999879837036,3.298000634765625,4.9131245613098145
9,0.243599995970726,<class 'model.Wide_ResNet'>,<class 'torch.nn.modules.loss.CrossEntropyLoss'>,<class 'torch.optim.sgd.SGD'>,,cuda:0,,128,200,128,1024,1,8,,16,4,0.3,10,0.1,0.9,True,0.0005,"<Client: 'inproc://172.31.40.124/7299/1' processes=1 threads=4, memory=16.48 GB>",3910,500480,3910,10,10,1,75.18290853500366,128,0.1,2376.0049111116678,0.243599995970726,5.383075927734375,4.8359527587890625
